Entry,Majority protein IDs,Fasta headers,Unique peptides R1,Unique peptides R2,Unique peptides R3,Ratio H/L normalized R1,Ratio H/L normalized R2,Ratio H/L normalized R3,Log2FC,Pvalue,FDR
Q96N66,sp|Q96N66|MBOA7_HUMAN,sp|Q96N66|MBOA7_HUMAN;Lysophospholipid acyltransferase 7 OS=Homo sapiens OX=9606 GN=MBOAT7 PE=1 SV=2,1,1,1,,,,,,
Q96N67,sp|Q96N67|DOCK7_HUMAN,sp|Q96N67|DOCK7_HUMAN;Dedicator of cytokinesis protein 7 OS=Homo sapiens OX=9606 GN=DOCK7 PE=1 SV=4,1,1,1,,,,,,
Q96NB2,sp|Q96NB2|SFXN2_HUMAN,sp|Q96NB2|SFXN2_HUMAN;Sideroflexin-2 OS=Homo sapiens OX=9606 GN=SFXN2 PE=1 SV=2,1,1,0,,,,,,
Q96NC0,sp|Q96NC0|ZMAT2_HUMAN,sp|Q96NC0|ZMAT2_HUMAN;Zinc finger matrin-type protein 2 OS=Homo sapiens OX=9606 GN=ZMAT2 PE=1 SV=1,13,11,12,2.9782,2.5361,2.4426,1.4072439670168633,0.0005612176711708103,0.002740290421992646
Q96P70,sp|Q96P70|IPO9_HUMAN,sp|Q96P70|IPO9_HUMAN;Importin-9 OS=Homo sapiens OX=9606 GN=IPO9 PE=1 SV=3,2,4,4,0.47179,0.62548,0.60989,-0.8133642224438952,0.0009104156444341508,0.003357157688850931
Q96PK6,sp|Q96PK6|RBM14_HUMAN,sp|Q96PK6|RBM14_HUMAN;RNA-binding protein 14 OS=Homo sapiens OX=9606 GN=RBM14 PE=1 SV=2,28,25,27,1.3271,1.44,1.3113,0.4430407777515964,0.0008921631377310837,0.003324481586913722
Q96PM9,sp|Q96PM9|Z385A_HUMAN,sp|Q96PM9|Z385A_HUMAN;Zinc finger protein 385A OS=Homo sapiens OX=9606 GN=ZNF385A PE=1 SV=2,3,0,2,1.489,,,,,
Q96PQ6,sp|Q96PQ6|ZN317_HUMAN,sp|Q96PQ6|ZN317_HUMAN;Zinc finger protein 317 OS=Homo sapiens OX=9606 GN=ZNF317 PE=1 SV=2,3,1,2,2.8441,2.5956,3.459,1.5686320892296237,0.0015594047527159437,
Q96PU8,sp|Q96PU8|QKI_HUMAN,sp|Q96PU8|QKI_HUMAN;KH domain-containing RNA-binding protein QKI OS=Homo sapiens OX=9606 GN=QKI PE=1 SV=1,0,0,1,,,,,,
Q96PV6,sp|Q96PV6|LENG8_HUMAN,sp|Q96PV6|LENG8_HUMAN;Leukocyte receptor cluster member 8 OS=Homo sapiens OX=9606 GN=LENG8 PE=1 SV=3,18,19,21,1.1525,1.1647,1.1865,0.22391675051899035,7.214285535826889e-05,0.0008799005431454814
Q96PZ0,sp|Q96PZ0|PUS7_HUMAN,sp|Q96PZ0|PUS7_HUMAN;Pseudouridylate synthase 7 homolog OS=Homo sapiens OX=9606 GN=PUS7 PE=1 SV=2,0,1,0,,,,,,
Q96Q15,sp|Q96Q15|SMG1_HUMAN,sp|Q96Q15|SMG1_HUMAN;Serine/threonine-protein kinase SMG1 OS=Homo sapiens OX=9606 GN=SMG1 PE=1 SV=3,0,0,0,,,,,,
Q96QC0,sp|Q96QC0|PP1RA_HUMAN,sp|Q96QC0|PP1RA_HUMAN;Serine/threonine-protein phosphatase 1 regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PPP1R10 PE=1 SV=1,10,11,9,2.9116,2.5636,2.4048,1.3932331289604953,0.00040669080361964785,0.0021979930455168755
Q96QD5,sp|Q96QD5|DEPD7_HUMAN,sp|Q96QD5|DEPD7_HUMAN;DEP domain-containing protein 7 OS=Homo sapiens OX=9606 GN=DEPDC7 PE=2 SV=1,3,2,3,,,1.3666,,,
Q96QE3,sp|Q96QE3|ATAD5_HUMAN,sp|Q96QE3|ATAD5_HUMAN;ATPase family AAA domain-containing protein 5 OS=Homo sapiens OX=9606 GN=ATAD5 PE=1 SV=4,2,2,3,,1.0992,1.9864,,,
Q96QK1,sp|Q96QK1|VPS35_HUMAN,sp|Q96QK1|VPS35_HUMAN;Vacuolar protein sorting-associated protein 35 OS=Homo sapiens OX=9606 GN=VPS35 PE=1 SV=2,0,0,0,,,,,,
Q96QU8,sp|Q96QU8|XPO6_HUMAN,sp|Q96QU8|XPO6_HUMAN;Exportin-6 OS=Homo sapiens OX=9606 GN=XPO6 PE=1 SV=1,1,1,0,,,,,,
Q96QV6,sp|Q96QV6|H2A1A_HUMAN;sp|Q8IUE6|H2A2B_HUMAN;sp|P16104|H2AX_HUMAN,sp|Q96QV6|H2A1A_HUMAN;Histone H2A type 1-A OS=Homo sapiens OX=9606 GN=H2AC1 PE=1 SV=3;sp|Q8IUE6|H2A2B_HUMAN;Histone H2A type 2-B OS=Homo sapiens OX=9606 GN=H2AC21 PE=1 SV=3;sp|P16104|H2AX_HUMAN;Histone H2AX OS=Homo sapiens OX=9606 GN=H2AX PE=1 SV=2,1,0,1,,,,,,
Q8IUE6,sp|Q96QV6|H2A1A_HUMAN;sp|Q8IUE6|H2A2B_HUMAN;sp|P16104|H2AX_HUMAN,sp|Q96QV6|H2A1A_HUMAN;Histone H2A type 1-A OS=Homo sapiens OX=9606 GN=H2AC1 PE=1 SV=3;sp|Q8IUE6|H2A2B_HUMAN;Histone H2A type 2-B OS=Homo sapiens OX=9606 GN=H2AC21 PE=1 SV=3;sp|P16104|H2AX_HUMAN;Histone H2AX OS=Homo sapiens OX=9606 GN=H2AX PE=1 SV=2,1,0,1,,,,,,
P16104,sp|Q96QV6|H2A1A_HUMAN;sp|Q8IUE6|H2A2B_HUMAN;sp|P16104|H2AX_HUMAN,sp|Q96QV6|H2A1A_HUMAN;Histone H2A type 1-A OS=Homo sapiens OX=9606 GN=H2AC1 PE=1 SV=3;sp|Q8IUE6|H2A2B_HUMAN;Histone H2A type 2-B OS=Homo sapiens OX=9606 GN=H2AC21 PE=1 SV=3;sp|P16104|H2AX_HUMAN;Histone H2AX OS=Homo sapiens OX=9606 GN=H2AX PE=1 SV=2,1,0,1,,,,,,
Q96RL1,sp|Q96RL1|UIMC1_HUMAN,sp|Q96RL1|UIMC1_HUMAN;BRCA1-A complex subunit RAP80 OS=Homo sapiens OX=9606 GN=UIMC1 PE=1 SV=2,4,2,2,1.6049,2.3824,2.198,1.0438810699074959,0.010603543926403237,0.01710093189041798
Q96RQ3,sp|Q96RQ3|MCCA_HUMAN,"sp|Q96RQ3|MCCA_HUMAN;Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=MCCC1 PE=1 SV=3",17,17,21,0.317,0.57361,0.397,-1.2202668143083155,0.0016658613246352135,0.004741870943029116
Q96RR1,sp|Q96RR1|PEO1_HUMAN,sp|Q96RR1|PEO1_HUMAN;Twinkle mtDNA helicase OS=Homo sapiens OX=9606 GN=TWNK PE=1 SV=1,0,1,0,,,,,,
Q96S55,sp|Q96S55|WRIP1_HUMAN,sp|Q96S55|WRIP1_HUMAN;ATPase WRNIP1 OS=Homo sapiens OX=9606 GN=WRNIP1 PE=1 SV=2,0,0,0,,,,,,
Q96SB4,sp|Q96SB4|SRPK1_HUMAN;sp|Q9UPE1|SRPK3_HUMAN,sp|Q96SB4|SRPK1_HUMAN;SRSF protein kinase 1 OS=Homo sapiens OX=9606 GN=SRPK1 PE=1 SV=2;sp|Q9UPE1|SRPK3_HUMAN;SRSF protein kinase 3 OS=Homo sapiens OX=9606 GN=SRPK3 PE=1 SV=2,1,0,0,,,,,,
Q9UPE1,sp|Q96SB4|SRPK1_HUMAN;sp|Q9UPE1|SRPK3_HUMAN,sp|Q96SB4|SRPK1_HUMAN;SRSF protein kinase 1 OS=Homo sapiens OX=9606 GN=SRPK1 PE=1 SV=2;sp|Q9UPE1|SRPK3_HUMAN;SRSF protein kinase 3 OS=Homo sapiens OX=9606 GN=SRPK3 PE=1 SV=2,1,0,0,,,,,,
Q96SB8,sp|Q96SB8|SMC6_HUMAN,sp|Q96SB8|SMC6_HUMAN;Structural maintenance of chromosomes protein 6 OS=Homo sapiens OX=9606 GN=SMC6 PE=1 SV=2,0,1,0,,,,,,
Q96SI9,sp|Q96SI9|STRBP_HUMAN,sp|Q96SI9|STRBP_HUMAN;Spermatid perinuclear RNA-binding protein OS=Homo sapiens OX=9606 GN=STRBP PE=1 SV=1,17,21,24,1.0459,1.1642,1.003,0.09900338119587034,0.21457197703010297,0.23848816285292448
Q96SK2,sp|Q96SK2|TM209_HUMAN,sp|Q96SK2|TM209_HUMAN;Transmembrane protein 209 OS=Homo sapiens OX=9606 GN=TMEM209 PE=1 SV=2,0,1,1,,,,,,
Q96ST2,sp|Q96ST2|IWS1_HUMAN,sp|Q96ST2|IWS1_HUMAN;Protein IWS1 homolog OS=Homo sapiens OX=9606 GN=IWS1 PE=1 SV=2,4,5,4,1.0294,1.2056,1.37,0.26503675874494187,0.10960837624787075,0.12721759079261064
Q96ST3,sp|Q96ST3|SIN3A_HUMAN,sp|Q96ST3|SIN3A_HUMAN;Paired amphipathic helix protein Sin3a OS=Homo sapiens OX=9606 GN=SIN3A PE=1 SV=2,0,2,1,,0.44585,,,,
Q96SY0,sp|Q96SY0|INT14_HUMAN,sp|Q96SY0|INT14_HUMAN;Integrator complex subunit 14 OS=Homo sapiens OX=9606 GN=INTS14 PE=1 SV=2,1,0,0,,,,,,
Q96SZ6,sp|Q96SZ6|CK5P1_HUMAN,sp|Q96SZ6|CK5P1_HUMAN;Mitochondrial tRNA methylthiotransferase CDK5RAP1 OS=Homo sapiens OX=9606 GN=CDK5RAP1 PE=1 SV=2,0,1,0,,,,,,
Q96T37,sp|Q96T37|RBM15_HUMAN,sp|Q96T37|RBM15_HUMAN;RNA-binding protein 15 OS=Homo sapiens OX=9606 GN=RBM15 PE=1 SV=2,1,1,2,1.2323,,0.77771,,,
Q96T58,sp|Q96T58|MINT_HUMAN,sp|Q96T58|MINT_HUMAN;Msx2-interacting protein OS=Homo sapiens OX=9606 GN=SPEN PE=1 SV=1,1,1,2,,,1.784,,,
Q96T76,sp|Q96T76|MMS19_HUMAN,sp|Q96T76|MMS19_HUMAN;MMS19 nucleotide excision repair protein homolog OS=Homo sapiens OX=9606 GN=MMS19 PE=1 SV=2,2,2,2,0.67334,0.80656,0.69539,-0.4637547532438208,0.0026281789135481886,0.006244129767758784
Q96T88,sp|Q96T88|UHRF1_HUMAN,sp|Q96T88|UHRF1_HUMAN;E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens OX=9606 GN=UHRF1 PE=1 SV=1,1,1,2,,,,,,
Q99081,sp|Q99081|HTF4_HUMAN,sp|Q99081|HTF4_HUMAN;Transcription factor 12 OS=Homo sapiens OX=9606 GN=TCF12 PE=1 SV=1,7,5,7,2.0808,2.0558,2.5419,1.1545616071328775,0.0014869729602441128,0.004479901514267369
Q99459,sp|Q99459|CDC5L_HUMAN,sp|Q99459|CDC5L_HUMAN;Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2,7,9,6,1.8952,1.4614,1.695,0.7517779062461365,0.005486092142136925,0.01011788214730255
Q99460,sp|Q99460|PSMD1_HUMAN,sp|Q99460|PSMD1_HUMAN;26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=2,0,0,0,,,,,,
Q99466,sp|Q99466|NOTC4_HUMAN,sp|Q99466|NOTC4_HUMAN;Neurogenic locus notch homolog protein 4 OS=Homo sapiens OX=9606 GN=NOTCH4 PE=1 SV=2,0,0,0,,,,,,
Q99496,sp|Q99496|RING2_HUMAN;sp|Q06587|RING1_HUMAN,sp|Q99496|RING2_HUMAN;E3 ubiquitin-protein ligase RING2 OS=Homo sapiens OX=9606 GN=RNF2 PE=1 SV=1;sp|Q06587|RING1_HUMAN;E3 ubiquitin-protein ligase RING1 OS=Homo sapiens OX=9606 GN=RING1 PE=1 SV=2,1,0,1,,,,,,
Q06587,sp|Q99496|RING2_HUMAN;sp|Q06587|RING1_HUMAN,sp|Q99496|RING2_HUMAN;E3 ubiquitin-protein ligase RING2 OS=Homo sapiens OX=9606 GN=RNF2 PE=1 SV=1;sp|Q06587|RING1_HUMAN;E3 ubiquitin-protein ligase RING1 OS=Homo sapiens OX=9606 GN=RING1 PE=1 SV=2,1,0,1,,,,,,
Q99504,sp|Q99504|EYA3_HUMAN,sp|Q99504|EYA3_HUMAN;Eyes absent homolog 3 OS=Homo sapiens OX=9606 GN=EYA3 PE=1 SV=3,0,1,0,,,,,,
Q99549,sp|Q99549|MPP8_HUMAN,sp|Q99549|MPP8_HUMAN;M-phase phosphoprotein 8 OS=Homo sapiens OX=9606 GN=MPHOSPH8 PE=1 SV=2,3,4,4,2.4686,1.8566,2.3906,1.1625967659884866,0.00299073987984252,0.0067278859086333615
Q99570,sp|Q99570|PI3R4_HUMAN,sp|Q99570|PI3R4_HUMAN;Phosphoinositide 3-kinase regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PIK3R4 PE=1 SV=3,1,0,0,,,,,,
Q99575,sp|Q99575|POP1_HUMAN,sp|Q99575|POP1_HUMAN;Ribonucleases P/MRP protein subunit POP1 OS=Homo sapiens OX=9606 GN=POP1 PE=1 SV=2,18,15,17,2.0851,1.701,1.9266,0.9292102686762093,0.0012545525482429872,0.004055813717607465
Q99590,sp|Q99590|SCAFB_HUMAN,sp|Q99590|SCAFB_HUMAN;Protein SCAF11 OS=Homo sapiens OX=9606 GN=SCAF11 PE=1 SV=2,3,4,7,1.5554,1.5666,1.5781,0.6477289513817419,1.0718718128504567e-07,1.5177704869962468e-05
Q99615,sp|Q99615|DNJC7_HUMAN,sp|Q99615|DNJC7_HUMAN;DnaJ homolog subfamily C member 7 OS=Homo sapiens OX=9606 GN=DNAJC7 PE=1 SV=2,3,6,3,0.80818,1.9381,,,,
Q99633,sp|Q99633|PRP18_HUMAN,sp|Q99633|PRP18_HUMAN;Pre-mRNA-splicing factor 18 OS=Homo sapiens OX=9606 GN=PRPF18 PE=1 SV=1,3,4,2,1.5568,2.2492,0.86832,0.6397940024646686,0.23407986304247805,0.2569434775722085
Q99676,sp|Q99676|ZN184_HUMAN,sp|Q99676|ZN184_HUMAN;Zinc finger protein 184 OS=Homo sapiens OX=9606 GN=ZNF184 PE=1 SV=4,2,1,3,1.385,,1.6529,,,
Q99697,sp|Q99697|PITX2_HUMAN,sp|Q99697|PITX2_HUMAN;Pituitary homeobox 2 OS=Homo sapiens OX=9606 GN=PITX2 PE=1 SV=2,0,0,1,,,,,,
Q99714,sp|Q99714|HCD2_HUMAN,sp|Q99714|HCD2_HUMAN;3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens OX=9606 GN=HSD17B10 PE=1 SV=3,0,0,0,,,,,,
Q99728,sp|Q99728|BARD1_HUMAN,sp|Q99728|BARD1_HUMAN;BRCA1-associated RING domain protein 1 OS=Homo sapiens OX=9606 GN=BARD1 PE=1 SV=2,1,1,1,,,,,,
Q99729,sp|Q99729|ROAA_HUMAN,sp|Q99729|ROAA_HUMAN;Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=2,3,3,3,2.3276,2.1238,2.4419,1.200232302799401,0.00015316016019526363,0.0013554674177280832
Q99832,sp|Q99832|TCPH_HUMAN,sp|Q99832|TCPH_HUMAN;T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2,5,6,3,0.39361,0.48966,0.37612,-1.252237383718377,8.017291246697152e-05,0.0009460403671102639
Q99848,sp|Q99848|EBP2_HUMAN,sp|Q99848|EBP2_HUMAN;Probable rRNA-processing protein EBP2 OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=2,13,13,12,2.1275,1.8857,1.5408,0.8885646764356026,0.00748553108276754,0.012989598055390732
Q99986,sp|Q99986|VRK1_HUMAN,sp|Q99986|VRK1_HUMAN;Serine/threonine-protein kinase VRK1 OS=Homo sapiens OX=9606 GN=VRK1 PE=1 SV=1,3,6,3,0.94033,0.62709,0.51787,-0.5247144683852817,0.0736906690858188,0.08827917717895044
Q9BPX3,sp|Q9BPX3|CND3_HUMAN,sp|Q9BPX3|CND3_HUMAN;Condensin complex subunit 3 OS=Homo sapiens OX=9606 GN=NCAPG PE=1 SV=1,4,3,3,1.0858,1.1863,1.1686,0.19773960600635554,0.0090196733222046,0.014955336562343926
Q9BPX6,sp|Q9BPX6|MICU1_HUMAN,"sp|Q9BPX6|MICU1_HUMAN;Calcium uptake protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=MICU1 PE=1 SV=1",0,0,0,,,,,,
Q9BQ39,sp|Q9BQ39|DDX50_HUMAN,sp|Q9BQ39|DDX50_HUMAN;ATP-dependent RNA helicase DDX50 OS=Homo sapiens OX=9606 GN=DDX50 PE=1 SV=1,37,35,37,1.7102,1.6566,1.6505,0.7419487031918018,3.7765043097414863e-06,0.0002228137542747477
Q9BQ52,sp|Q9BQ52|RNZ2_HUMAN,sp|Q9BQ52|RNZ2_HUMAN;Zinc phosphodiesterase ELAC protein 2 OS=Homo sapiens OX=9606 GN=ELAC2 PE=1 SV=2,1,1,1,,,,,,
Q9BQ61,sp|Q9BQ61|TRIR_HUMAN,sp|Q9BQ61|TRIR_HUMAN;Telomerase RNA component interacting RNase OS=Homo sapiens OX=9606 GN=TRIR PE=1 SV=1,5,6,5,1.9751,1.8823,2.363,1.0520448544677743,0.0018807407257517138,0.005024771448423447
Q9BQ70,sp|Q9BQ70|TCF25_HUMAN,sp|Q9BQ70|TCF25_HUMAN;Ribosome quality control complex subunit TCF25 OS=Homo sapiens OX=9606 GN=TCF25 PE=1 SV=1,0,1,0,,,,,,
Q9BQ75,sp|Q9BQ75|CMS1_HUMAN,sp|Q9BQ75|CMS1_HUMAN;Protein CMSS1 OS=Homo sapiens OX=9606 GN=CMSS1 PE=1 SV=2,2,1,0,,,,,,
Q9BQB6,sp|Q9BQB6|VKOR1_HUMAN,sp|Q9BQB6|VKOR1_HUMAN;Vitamin K epoxide reductase complex subunit 1 OS=Homo sapiens OX=9606 GN=VKORC1 PE=1 SV=1,2,2,1,1.1748,0.91769,,,,
Q9BQE3,sp|Q9BQE3|TBA1C_HUMAN,sp|Q9BQE3|TBA1C_HUMAN;Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1,1,1,1,0.48412,0.4837,0.32047,-1.2195051134266095,0.00046980967639494495,
Q9BQG0,sp|Q9BQG0|MBB1A_HUMAN,sp|Q9BQG0|MBB1A_HUMAN;Myb-binding protein 1A OS=Homo sapiens OX=9606 GN=MYBBP1A PE=1 SV=2,57,58,59,0.96056,1.1074,0.88287,-0.023841692530561145,0.8156497972032828,0.8321038276944153
Q9BR77,sp|Q9BR77|CCD77_HUMAN,sp|Q9BR77|CCD77_HUMAN;Coiled-coil domain-containing protein 77 OS=Homo sapiens OX=9606 GN=CCDC77 PE=1 SV=1,3,1,3,3.9623,,,,,
Q9BRD0,sp|Q9BRD0|BUD13_HUMAN,sp|Q9BRD0|BUD13_HUMAN;BUD13 homolog OS=Homo sapiens OX=9606 GN=BUD13 PE=1 SV=1,21,17,16,3.0939,2.6276,2.3438,1.426765696697296,0.0015143927228355918,0.004524008640369616
Q9BRJ6,sp|Q9BRJ6|CG050_HUMAN,sp|Q9BRJ6|CG050_HUMAN;Uncharacterized protein C7orf50 OS=Homo sapiens OX=9606 GN=C7orf50 PE=1 SV=1,3,0,1,3.2464,,,,,
Q9BRR8,sp|Q9BRR8|GPTC1_HUMAN,sp|Q9BRR8|GPTC1_HUMAN;G patch domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GPATCH1 PE=1 SV=1,14,14,11,0.78728,0.77004,0.49719,-0.5461681481103069,0.02845235781496784,0.03816576331862417
Q9BRS2,sp|Q9BRS2|RIOK1_HUMAN,sp|Q9BRS2|RIOK1_HUMAN;Serine/threonine-protein kinase RIO1 OS=Homo sapiens OX=9606 GN=RIOK1 PE=1 SV=2,1,1,0,,,,,,
Q9BRT6,sp|Q9BRT6|LLPH_HUMAN,sp|Q9BRT6|LLPH_HUMAN;Protein LLP homolog OS=Homo sapiens OX=9606 GN=LLPH PE=1 SV=1,5,4,4,1.4726,1.449,1.7621,0.64268617068307,0.005072640690782251,0.009654380669553314
Q9BRU9,sp|Q9BRU9|UTP23_HUMAN,sp|Q9BRU9|UTP23_HUMAN;rRNA-processing protein UTP23 homolog OS=Homo sapiens OX=9606 GN=UTP23 PE=1 SV=2,1,1,1,,,,,,
Q9BRX2,sp|Q9BRX2|PELO_HUMAN,sp|Q9BRX2|PELO_HUMAN;Protein pelota homolog OS=Homo sapiens OX=9606 GN=PELO PE=1 SV=2,0,0,0,,,,,,
Q9BSC4,sp|Q9BSC4|NOL10_HUMAN,sp|Q9BSC4|NOL10_HUMAN;Nucleolar protein 10 OS=Homo sapiens OX=9606 GN=NOL10 PE=1 SV=1,18,23,21,2.655,2.1982,1.9,1.1706087836890786,0.004686502173300518,0.009121680859045656
Q9BSD7,sp|Q9BSD7|NTPCR_HUMAN,sp|Q9BSD7|NTPCR_HUMAN;Cancer-related nucleoside-triphosphatase OS=Homo sapiens OX=9606 GN=NTPCR PE=1 SV=1,0,0,1,,,,,,
Q9BSJ2,sp|Q9BSJ2|GCP2_HUMAN,sp|Q9BSJ2|GCP2_HUMAN;Gamma-tubulin complex component 2 OS=Homo sapiens OX=9606 GN=TUBGCP2 PE=1 SV=2,1,0,0,,,,,,
Q9BSJ8,sp|Q9BSJ8|ESYT1_HUMAN,sp|Q9BSJ8|ESYT1_HUMAN;Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1,1,0,1,,,,,,
Q9BT22,sp|Q9BT22|ALG1_HUMAN,sp|Q9BT22|ALG1_HUMAN;Chitobiosyldiphosphodolichol beta-mannosyltransferase OS=Homo sapiens OX=9606 GN=ALG1 PE=1 SV=2,1,1,1,,,,,,
Q9BTC0,sp|Q9BTC0|DIDO1_HUMAN,sp|Q9BTC0|DIDO1_HUMAN;Death-inducer obliterator 1 OS=Homo sapiens OX=9606 GN=DIDO1 PE=1 SV=5,6,4,4,1.1554,1.1836,1.1402,0.21379311319346261,0.00023101341089985713,0.0016861597414133903
Q9BTD8,sp|Q9BTD8|RBM42_HUMAN,sp|Q9BTD8|RBM42_HUMAN;RNA-binding protein 42 OS=Homo sapiens OX=9606 GN=RBM42 PE=1 SV=1,1,1,0,,,,,,
Q9BTE3,sp|Q9BTE3|MCMBP_HUMAN,sp|Q9BTE3|MCMBP_HUMAN;Mini-chromosome maintenance complex-binding protein OS=Homo sapiens OX=9606 GN=MCMBP PE=1 SV=2,1,0,0,,,,,,
Q9BTE7,sp|Q9BTE7|DCNL5_HUMAN,sp|Q9BTE7|DCNL5_HUMAN;DCN1-like protein 5 OS=Homo sapiens OX=9606 GN=DCUN1D5 PE=1 SV=1,3,2,3,3.2113,2.3054,3.6846,1.6168752051286284,0.0069400075169488715,0.012222699805969654
Q9BTX1,sp|Q9BTX1|NDC1_HUMAN,sp|Q9BTX1|NDC1_HUMAN;Nucleoporin NDC1 OS=Homo sapiens OX=9606 GN=NDC1 PE=1 SV=2,0,0,0,,,,,,
Q9BU23,sp|Q9BU23|LMF2_HUMAN,sp|Q9BU23|LMF2_HUMAN;Lipase maturation factor 2 OS=Homo sapiens OX=9606 GN=LMF2 PE=1 SV=2,0,1,0,,,,,,
Q9BU76,sp|Q9BU76|MMTA2_HUMAN,sp|Q9BU76|MMTA2_HUMAN;Multiple myeloma tumor-associated protein 2 OS=Homo sapiens OX=9606 GN=MMTAG2 PE=1 SV=1,10,9,9,2.8635,2.7608,1.3293,1.2127975789106773,0.05630612651996323,0.06916292870159786
Q9BUA3,sp|Q9BUA3|SPNDC_HUMAN,sp|Q9BUA3|SPNDC_HUMAN;Spindlin interactor and repressor of chromatin-binding protein OS=Homo sapiens OX=9606 GN=SPINDOC PE=1 SV=3,1,1,0,,,,,,
Q9BUI4,sp|Q9BUI4|RPC3_HUMAN,sp|Q9BUI4|RPC3_HUMAN;DNA-directed RNA polymerase III subunit RPC3 OS=Homo sapiens OX=9606 GN=POLR3C PE=1 SV=1,0,0,0,,,,,,
Q9BUJ2,sp|Q9BUJ2|HNRL1_HUMAN,sp|Q9BUJ2|HNRL1_HUMAN;Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2,15,17,12,1.5429,0.95657,1.3376,0.35504258367007996,0.1796227125576237,0.20250458676878594
Q9BUL5,sp|Q9BUL5|PHF23_HUMAN,sp|Q9BUL5|PHF23_HUMAN;PHD finger protein 23 OS=Homo sapiens OX=9606 GN=PHF23 PE=1 SV=1,2,2,3,1.8056,2.1801,1.8435,0.9583354006759134,0.0013731115488007607,0.004208497733986747
Q9BUN8,sp|Q9BUN8|DERL1_HUMAN,sp|Q9BUN8|DERL1_HUMAN;Derlin-1 OS=Homo sapiens OX=9606 GN=DERL1 PE=1 SV=1,0,1,0,,,,,,
Q9BUQ8,sp|Q9BUQ8|DDX23_HUMAN,sp|Q9BUQ8|DDX23_HUMAN;Probable ATP-dependent RNA helicase DDX23 OS=Homo sapiens OX=9606 GN=DDX23 PE=1 SV=3,0,0,1,,,,,,
Q9BV38,sp|Q9BV38|WDR18_HUMAN,sp|Q9BV38|WDR18_HUMAN;WD repeat-containing protein 18 OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=2,5,6,7,2.5989,2.0161,2.7751,1.3006313857785496,0.0030954696684001473,0.006913541089045124
Q9BVI4,sp|Q9BVI4|NOC4L_HUMAN,sp|Q9BVI4|NOC4L_HUMAN;Nucleolar complex protein 4 homolog OS=Homo sapiens OX=9606 GN=NOC4L PE=1 SV=1,0,4,4,,1.119,0.98565,,,
Q9BVJ6,sp|Q9BVJ6|UT14A_HUMAN,sp|Q9BVJ6|UT14A_HUMAN;U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens OX=9606 GN=UTP14A PE=1 SV=1,47,44,46,1.3174,1.3167,1.1846,0.3481190844624431,0.0034806290693637464,0.0074225463286431695
Q9BVK2,sp|Q9BVK2|ALG8_HUMAN,"sp|Q9BVK2|ALG8_HUMAN;Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase OS=Homo sapiens OX=9606 GN=ALG8 PE=1 SV=2",1,1,0,,,,,,
Q9BVP2,sp|Q9BVP2|GNL3_HUMAN,sp|Q9BVP2|GNL3_HUMAN;Guanine nucleotide-binding protein-like 3 OS=Homo sapiens OX=9606 GN=GNL3 PE=1 SV=2,19,19,17,1.0037,0.91811,0.83779,-0.12050333510816261,0.16967163688052223,0.19220403025825555
Q9BVQ7,sp|Q9BVQ7|AFG2B_HUMAN,sp|Q9BVQ7|AFG2B_HUMAN;ATPase family gene 2 protein homolog B OS=Homo sapiens OX=9606 GN=AFG2B PE=1 SV=2,1,1,1,,,,,,
Q9BW19,sp|Q9BW19|KIFC1_HUMAN,sp|Q9BW19|KIFC1_HUMAN;Kinesin-like protein KIFC1 OS=Homo sapiens OX=9606 GN=KIFC1 PE=1 SV=2,1,1,0,,,,,,
Q9BW27,sp|Q9BW27|NUP85_HUMAN,sp|Q9BW27|NUP85_HUMAN;Nuclear pore complex protein Nup85 OS=Homo sapiens OX=9606 GN=NUP85 PE=1 SV=1,3,2,4,0.72178,0.773,0.6308,-0.4971059423174357,0.002180705598447495,0.005533833561651707
