Entry,Majority protein IDs,Fasta headers,Unique peptides R1,Unique peptides R2,Unique peptides R3,Ratio H/L normalized R1,Ratio H/L normalized R2,Ratio H/L normalized R3,Log2FC,Pvalue,FDR
Q8WWY3,sp|Q8WWY3|PRP31_HUMAN,sp|Q8WWY3|PRP31_HUMAN;U4/U6 small nuclear ribonucleoprotein Prp31 OS=Homo sapiens OX=9606 GN=PRPF31 PE=1 SV=2,7,7,6,0.5431,0.58631,0.72692,-0.6925092993915791,0.002351594830202079,0.019820584997417526
Q8WX92,sp|Q8WX92|NELFB_HUMAN,sp|Q8WX92|NELFB_HUMAN;Negative elongation factor B OS=Homo sapiens OX=9606 GN=NELFB PE=1 SV=1,1,1,1,,,,,,
Q8WXF1,sp|Q8WXF1|PSPC1_HUMAN,sp|Q8WXF1|PSPC1_HUMAN;Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1,1,3,1,,1.0725,,,,
Q8WXI9,sp|Q8WXI9|P66B_HUMAN,sp|Q8WXI9|P66B_HUMAN;Transcriptional repressor p66-beta OS=Homo sapiens OX=9606 GN=GATAD2B PE=1 SV=1,7,6,9,0.61028,0.84174,0.80739,-0.40901641002765526,0.026699952971470257,0.07711245158893158
Q8WXX5,sp|Q8WXX5|DNJC9_HUMAN,sp|Q8WXX5|DNJC9_HUMAN;DnaJ homolog subfamily C member 9 OS=Homo sapiens OX=9606 GN=DNAJC9 PE=1 SV=1,3,3,4,1.3102,2.0031,1.0763,0.5491269801992669,0.17132542391457556,0.28218827582127615
Q8WY36,sp|Q8WY36|BBX_HUMAN,sp|Q8WY36|BBX_HUMAN;HMG box transcription factor BBX OS=Homo sapiens OX=9606 GN=BBX PE=1 SV=1,16,14,15,1.6362,1.5221,1.3547,0.589124277829244,0.00350485177801572,0.022795335186149485
Q8WYP5,sp|Q8WYP5|ELYS_HUMAN,sp|Q8WYP5|ELYS_HUMAN;Protein ELYS OS=Homo sapiens OX=9606 GN=AHCTF1 PE=1 SV=3,5,3,2,0.76158,1.1867,0.84309,-0.10398913239536105,0.6217247243635774,0.7307664092015805
Q8WZA0,sp|Q8WZA0|LZIC_HUMAN,sp|Q8WZA0|LZIC_HUMAN;Protein LZIC OS=Homo sapiens OX=9606 GN=LZIC PE=1 SV=1,0,2,2,,2.6321,1.582,,,
Q92499,sp|Q92499|DDX1_HUMAN,sp|Q92499|DDX1_HUMAN;ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2,1,4,3,,1.0882,1.0809,,,
Q92538,sp|Q92538|GBF1_HUMAN,sp|Q92538|GBF1_HUMAN;Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 OS=Homo sapiens OX=9606 GN=GBF1 PE=1 SV=3,1,0,0,,,,,,
Q92541,sp|Q92541|RTF1_HUMAN,sp|Q92541|RTF1_HUMAN;RNA polymerase-associated protein RTF1 homolog OS=Homo sapiens OX=9606 GN=RTF1 PE=1 SV=4,3,2,4,0.69393,,0.72206,,,
Q92552,sp|Q92552|RT27_HUMAN,sp|Q92552|RT27_HUMAN;Small ribosomal subunit protein mS27 OS=Homo sapiens OX=9606 GN=MRPS27 PE=1 SV=3,1,3,1,,0.68604,,,,
Q92576,sp|Q92576|PHF3_HUMAN,sp|Q92576|PHF3_HUMAN;PHD finger protein 3 OS=Homo sapiens OX=9606 GN=PHF3 PE=1 SV=3,4,3,2,0.67786,0.80652,1.3157,-0.09949445428144708,0.7494302377500828,0.8284477560792292
Q92598,sp|Q92598|HS105_HUMAN,sp|Q92598|HS105_HUMAN;Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1,2,1,4,,,0.60031,,,
Q92613,sp|Q92613|JADE3_HUMAN,sp|Q92613|JADE3_HUMAN;Protein Jade-3 OS=Homo sapiens OX=9606 GN=JADE3 PE=1 SV=1,1,0,0,,,,,,
Q92616,sp|Q92616|GCN1_HUMAN,sp|Q92616|GCN1_HUMAN;Stalled ribosome sensor GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=7,30,37,36,1.1006,0.9835,0.66797,-0.12444533468968157,0.5571776502636074,0.6728490337978651
Q92620,sp|Q92620|PRP16_HUMAN,sp|Q92620|PRP16_HUMAN;Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 OS=Homo sapiens OX=9606 GN=DHX38 PE=1 SV=2,15,16,23,0.88521,1.1342,0.85594,-0.061224922914185555,0.6624015675636394,0.7663076958089162
Q92621,sp|Q92621|NU205_HUMAN,sp|Q92621|NU205_HUMAN;Nuclear pore complex protein Nup205 OS=Homo sapiens OX=9606 GN=NUP205 PE=1 SV=3,31,34,23,0.95704,0.77534,0.83694,-0.2235759165693646,0.054608695990442845,0.11996484810666434
Q92665,sp|Q92665|RT31_HUMAN,sp|Q92665|RT31_HUMAN;Small ribosomal subunit protein mS31 OS=Homo sapiens OX=9606 GN=MRPS31 PE=1 SV=3,0,3,2,,0.81814,,,,
Q92667,sp|Q92667|AKAP1_HUMAN,"sp|Q92667|AKAP1_HUMAN;A-kinase anchor protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=AKAP1 PE=1 SV=1",1,0,0,,,,,,
Q92733,sp|Q92733|PRCC_HUMAN,sp|Q92733|PRCC_HUMAN;Proline-rich protein PRCC OS=Homo sapiens OX=9606 GN=PRCC PE=1 SV=1,8,6,5,0.62152,0.89795,0.71726,-0.4235713843198385,0.03487144440300452,0.09144067643454519
Q92766,sp|Q92766|RREB1_HUMAN,sp|Q92766|RREB1_HUMAN;Ras-responsive element-binding protein 1 OS=Homo sapiens OX=9606 GN=RREB1 PE=1 SV=3,1,1,1,,,,,,
Q92769,sp|Q92769|HDAC2_HUMAN,sp|Q92769|HDAC2_HUMAN;Histone deacetylase 2 OS=Homo sapiens OX=9606 GN=HDAC2 PE=1 SV=2,3,3,4,0.91766,1.1573,1.0052,0.038042793449388816,0.722121777941547,0.8115273314009767
Q92771,sp|Q92771|DDX12_HUMAN;sp|Q96FC9|DDX11_HUMAN,sp|Q92771|DDX12_HUMAN;Putative ATP-dependent RNA helicase DDX12 OS=Homo sapiens OX=9606 GN=DDX12P PE=5 SV=3;sp|Q96FC9|DDX11_HUMAN;ATP-dependent DNA helicase DDX11 OS=Homo sapiens OX=9606 GN=DDX11 PE=1 SV=1,1,0,0,,,,,,
Q96FC9,sp|Q92771|DDX12_HUMAN;sp|Q96FC9|DDX11_HUMAN,sp|Q92771|DDX12_HUMAN;Putative ATP-dependent RNA helicase DDX12 OS=Homo sapiens OX=9606 GN=DDX12P PE=5 SV=3;sp|Q96FC9|DDX11_HUMAN;ATP-dependent DNA helicase DDX11 OS=Homo sapiens OX=9606 GN=DDX11 PE=1 SV=1,1,0,0,,,,,,
Q92797,sp|Q92797|SYMPK_HUMAN,sp|Q92797|SYMPK_HUMAN;Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=2,22,25,17,0.5817,0.43796,0.46429,-1.0155200179048116,0.0003334381219507254,0.0058772243581342734
Q92804,sp|Q92804|RBP56_HUMAN,sp|Q92804|RBP56_HUMAN;TATA-binding protein-associated factor 2N OS=Homo sapiens OX=9606 GN=TAF15 PE=1 SV=1,2,3,4,1.3205,2.1073,2.0664,0.8729469276679334,0.0313408265581401,0.08476351752755164
Q92841,sp|Q92841|DDX17_HUMAN,sp|Q92841|DDX17_HUMAN;Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=2,22,23,24,1.465,1.6909,1.4613,0.6220557252244657,0.002078473562936847,0.018460421107374576
Q92879,sp|Q92879|CELF1_HUMAN,sp|Q92879|CELF1_HUMAN;CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=2,4,5,8,1.132,2.3174,1.8756,0.8278190246173195,0.088552243434575,0.1716998898520163
Q92900,sp|Q92900|RENT1_HUMAN,sp|Q92900|RENT1_HUMAN;Regulator of nonsense transcripts 1 OS=Homo sapiens OX=9606 GN=UPF1 PE=1 SV=2,6,5,6,0.67885,0.95888,0.63519,-0.40041559423120704,0.07516859006735704,0.1503371801347141
Q92917,sp|Q92917|GPKOW_HUMAN,sp|Q92917|GPKOW_HUMAN;G-patch domain and KOW motifs-containing protein OS=Homo sapiens OX=9606 GN=GPKOW PE=1 SV=2,4,3,8,1.1123,1.3369,0.9671,0.18747216905818448,0.26656987947831956,0.38360055827367934
Q92922,sp|Q92922|SMRC1_HUMAN,sp|Q92922|SMRC1_HUMAN;SWI/SNF complex subunit SMARCC1 OS=Homo sapiens OX=9606 GN=SMARCC1 PE=1 SV=3,0,1,1,,,,,,
Q92945,sp|Q92945|FUBP2_HUMAN,sp|Q92945|FUBP2_HUMAN;Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4,4,5,3,0.44611,0.42876,0.59151,-1.0327034865566789,0.0005827616148696908,0.008444931471620431
Q92973,sp|Q92973|TNPO1_HUMAN,sp|Q92973|TNPO1_HUMAN;Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2,8,7,7,1.1386,1.0598,0.85801,0.026875584959926705,0.8329721435076809,0.8752700539405954
Q92974,sp|Q92974|ARHG2_HUMAN,sp|Q92974|ARHG2_HUMAN;Rho guanine nucleotide exchange factor 2 OS=Homo sapiens OX=9606 GN=ARHGEF2 PE=1 SV=4,0,0,1,,,,,,
Q92979,sp|Q92979|NEP1_HUMAN,sp|Q92979|NEP1_HUMAN;Ribosomal RNA small subunit methyltransferase NEP1 OS=Homo sapiens OX=9606 GN=EMG1 PE=1 SV=4,1,6,3,,3.0977,2.3188,,,
Q92990,sp|Q92990|GLMN_HUMAN,sp|Q92990|GLMN_HUMAN;Glomulin OS=Homo sapiens OX=9606 GN=GLMN PE=1 SV=2,3,4,1,1.1418,1.0008,,,,
Q93008,sp|Q93008|USP9X_HUMAN,sp|Q93008|USP9X_HUMAN;Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens OX=9606 GN=USP9X PE=1 SV=4,10,9,13,0.86788,0.88646,0.6619,-0.3121987390990321,0.05385880297913528,0.11926909185191888
Q93009,sp|Q93009|UBP7_HUMAN,sp|Q93009|UBP7_HUMAN;Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=1 SV=2,26,21,24,0.94063,1.1202,0.91552,-0.011418312455966329,0.9085478673745795,0.932249116088699
Q93045,sp|Q93045|STMN2_HUMAN;sp|P16949|STMN1_HUMAN,sp|Q93045|STMN2_HUMAN;Stathmin-2 OS=Homo sapiens OX=9606 GN=STMN2 PE=1 SV=3;sp|P16949|STMN1_HUMAN;Stathmin OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=3,2,3,2,,,1.0325,,,
P16949,sp|Q93045|STMN2_HUMAN;sp|P16949|STMN1_HUMAN,sp|Q93045|STMN2_HUMAN;Stathmin-2 OS=Homo sapiens OX=9606 GN=STMN2 PE=1 SV=3;sp|P16949|STMN1_HUMAN;Stathmin OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=3,2,3,2,,,1.0325,,,
Q969M3,sp|Q969M3|YIPF5_HUMAN,sp|Q969M3|YIPF5_HUMAN;Protein YIPF5 OS=Homo sapiens OX=9606 GN=YIPF5 PE=1 SV=1,1,1,1,,,,,,
Q969R5,sp|Q969R5|LMBL2_HUMAN,sp|Q969R5|LMBL2_HUMAN;Lethal(3)malignant brain tumor-like protein 2 OS=Homo sapiens OX=9606 GN=L3MBTL2 PE=1 SV=1,1,1,1,,,,,,
Q969S3,sp|Q969S3|ZN622_HUMAN,sp|Q969S3|ZN622_HUMAN;Cytoplasmic 60S subunit biogenesis factor ZNF622 OS=Homo sapiens OX=9606 GN=ZNF622 PE=1 SV=1,1,0,1,,,,,,
Q969V3,sp|Q969V3|NCLN_HUMAN,sp|Q969V3|NCLN_HUMAN;BOS complex subunit NCLN OS=Homo sapiens OX=9606 GN=NCLN PE=1 SV=2,1,2,1,,0.85776,,,,
Q969X6,sp|Q969X6|UTP4_HUMAN,sp|Q969X6|UTP4_HUMAN;U3 small nucleolar RNA-associated protein 4 homolog OS=Homo sapiens OX=9606 GN=UTP4 PE=1 SV=1,3,2,1,0.62551,1.1518,,,,
Q969Z0,sp|Q969Z0|FAKD4_HUMAN,sp|Q969Z0|FAKD4_HUMAN;FAST kinase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=TBRG4 PE=1 SV=1,1,2,1,,,,,,
Q96A33,sp|Q96A33|CCD47_HUMAN,sp|Q96A33|CCD47_HUMAN;PAT complex subunit CCDC47 OS=Homo sapiens OX=9606 GN=CCDC47 PE=1 SV=1,2,1,1,1.2778,,,,,
Q96A72,sp|Q96A72|MGN2_HUMAN;sp|P61326|MGN_HUMAN,sp|Q96A72|MGN2_HUMAN;Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1;sp|P61326|MGN_HUMAN;Protein mago nashi homolog OS=Homo sapiens OX=9606 GN=MAGOH PE=1 SV=1,3,2,2,1.4145,,,,,
P61326,sp|Q96A72|MGN2_HUMAN;sp|P61326|MGN_HUMAN,sp|Q96A72|MGN2_HUMAN;Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1;sp|P61326|MGN_HUMAN;Protein mago nashi homolog OS=Homo sapiens OX=9606 GN=MAGOH PE=1 SV=1,3,2,2,1.4145,,,,,
Q96AE4,sp|Q96AE4|FUBP1_HUMAN,sp|Q96AE4|FUBP1_HUMAN;Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=3,0,2,0,,,,,,
Q96AT1,sp|Q96AT1|K1143_HUMAN,sp|Q96AT1|K1143_HUMAN;Uncharacterized protein KIAA1143 OS=Homo sapiens OX=9606 GN=KIAA1143 PE=1 SV=2,4,4,5,1.6521,2.4171,1.2155,0.8168590748041542,0.09595026240354415,0.18177733198469603
Q96B01,sp|Q96B01|R51A1_HUMAN,sp|Q96B01|R51A1_HUMAN;RAD51-associated protein 1 OS=Homo sapiens OX=9606 GN=RAD51AP1 PE=1 SV=1,2,2,4,1.6317,1.4454,1.1495,0.4945350833006235,0.04357730078570019,0.10524810072803614
Q96B23,sp|Q96B23|ARK2N_HUMAN,sp|Q96B23|ARK2N_HUMAN;Protein ARK2N OS=Homo sapiens OX=9606 GN=ARK2N PE=1 SV=3,1,1,1,,,,,,
Q96BK5,sp|Q96BK5|PINX1_HUMAN,sp|Q96BK5|PINX1_HUMAN;PIN2/TERF1-interacting telomerase inhibitor 1 OS=Homo sapiens OX=9606 GN=PINX1 PE=1 SV=2,17,15,16,2.9533,2.4559,2.0002,1.3043942196680298,0.005923789409103993,0.030773899697609422
Q96BP3,sp|Q96BP3|PPWD1_HUMAN,sp|Q96BP3|PPWD1_HUMAN;Peptidylprolyl isomerase domain and WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=PPWD1 PE=1 SV=1,0,1,1,,,,,,
Q96BT3,sp|Q96BT3|CENPT_HUMAN,sp|Q96BT3|CENPT_HUMAN;Centromere protein T OS=Homo sapiens OX=9606 GN=CENPT PE=1 SV=2,1,2,2,,,,,,
Q96BZ8,sp|Q96BZ8|LENG1_HUMAN,sp|Q96BZ8|LENG1_HUMAN;Leukocyte receptor cluster member 1 OS=Homo sapiens OX=9606 GN=LENG1 PE=1 SV=2,0,1,1,,,,,,
Q96C19,sp|Q96C19|EFHD2_HUMAN,sp|Q96C19|EFHD2_HUMAN;EF-hand domain-containing protein D2 OS=Homo sapiens OX=9606 GN=EFHD2 PE=1 SV=1,1,2,1,,2.5006,,,,
Q96C24,sp|Q96C24|SYTL4_HUMAN,sp|Q96C24|SYTL4_HUMAN;Synaptotagmin-like protein 4 OS=Homo sapiens OX=9606 GN=SYTL4 PE=1 SV=2,4,3,4,1.6566,1.2874,1.3949,0.5323668355679567,0.015212573986692792,0.05332035003956997
Q96C57,sp|Q96C57|CSTOS_HUMAN,sp|Q96C57|CSTOS_HUMAN;Protein CUSTOS OS=Homo sapiens OX=9606 GN=CUSTOS PE=1 SV=2,5,5,5,4.356,2.909,2.148,1.6496920942147324,0.02990342635643049,0.08233410056803861
Q96CP2,sp|Q96CP2|FWCH2_HUMAN,sp|Q96CP2|FWCH2_HUMAN;FLYWCH family member 2 OS=Homo sapiens OX=9606 GN=FLYWCH2 PE=1 SV=1,1,1,1,,,0.75445,,,
Q96CS3,sp|Q96CS3|FAF2_HUMAN,sp|Q96CS3|FAF2_HUMAN;FAS-associated factor 2 OS=Homo sapiens OX=9606 GN=FAF2 PE=1 SV=2,2,3,1,0.83511,5.199,,,,
Q96CW1,sp|Q96CW1|AP2M1_HUMAN,sp|Q96CW1|AP2M1_HUMAN;AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=2,0,2,2,,1.8107,1.8152,,,
Q96D46,sp|Q96D46|NMD3_HUMAN,sp|Q96D46|NMD3_HUMAN;60S ribosomal export protein NMD3 OS=Homo sapiens OX=9606 GN=NMD3 PE=1 SV=1,2,0,0,,,,,,
Q96DF8,sp|Q96DF8|ESS2_HUMAN,sp|Q96DF8|ESS2_HUMAN;Splicing factor ESS-2 homolog OS=Homo sapiens OX=9606 GN=ESS2 PE=1 SV=1,6,3,6,0.72124,0.8774,0.52374,-0.4992795150460408,0.0459792269089153,0.10696081293226223
Q96DT7,sp|Q96DT7|ZBT10_HUMAN,sp|Q96DT7|ZBT10_HUMAN;Zinc finger and BTB domain-containing protein 10 OS=Homo sapiens OX=9606 GN=ZBTB10 PE=1 SV=2,5,5,7,0.62261,0.6784,0.90631,-0.4426667052915026,0.038217327287347266,0.09712905123135974
Q96EA4,sp|Q96EA4|SPDLY_HUMAN,sp|Q96EA4|SPDLY_HUMAN;Protein Spindly OS=Homo sapiens OX=9606 GN=SPDL1 PE=1 SV=2,2,0,4,0.64089,,0.4193,,,
Q96EF9,sp|Q96EF9|ZHX1R_HUMAN;sp|Q96K31|CH076_HUMAN,"sp|Q96EF9|ZHX1R_HUMAN;Zinc fingers and homeoboxes protein 1, isoform 2 OS=Homo sapiens OX=9606 GN=ZHX1-C8orf76 PE=1 SV=1;sp|Q96K31|CH076_HUMAN;Uncharacterized protein C8orf76 OS=Homo sapiens OX=9606 GN=C8orf76 PE=2 SV=1",1,0,0,,,,,,
Q96K31,sp|Q96EF9|ZHX1R_HUMAN;sp|Q96K31|CH076_HUMAN,"sp|Q96EF9|ZHX1R_HUMAN;Zinc fingers and homeoboxes protein 1, isoform 2 OS=Homo sapiens OX=9606 GN=ZHX1-C8orf76 PE=1 SV=1;sp|Q96K31|CH076_HUMAN;Uncharacterized protein C8orf76 OS=Homo sapiens OX=9606 GN=C8orf76 PE=2 SV=1",1,0,0,,,,,,
Q96EI5,sp|Q96EI5|TCAL4_HUMAN,sp|Q96EI5|TCAL4_HUMAN;Transcription elongation factor A protein-like 4 OS=Homo sapiens OX=9606 GN=TCEAL4 PE=1 SV=2,3,1,1,,,,,,
Q96EU6,sp|Q96EU6|RRP36_HUMAN,sp|Q96EU6|RRP36_HUMAN;Ribosomal RNA processing protein 36 homolog OS=Homo sapiens OX=9606 GN=RRP36 PE=1 SV=1,12,13,13,1.4061,1.9002,1.7859,0.7633265825679596,0.00951930655163393,0.03997655780879791
Q96EY7,sp|Q96EY7|PTCD3_HUMAN,sp|Q96EY7|PTCD3_HUMAN;Small ribosomal subunit protein mS39 OS=Homo sapiens OX=9606 GN=PTCD3 PE=1 SV=3,1,1,1,,,,,,
Q96F07,sp|Q96F07|CYFP2_HUMAN,sp|Q96F07|CYFP2_HUMAN;Cytoplasmic FMR1-interacting protein 2 OS=Homo sapiens OX=9606 GN=CYFIP2 PE=1 SV=2,1,1,1,,,,,,
Q96F45,sp|Q96F45|ZN503_HUMAN,sp|Q96F45|ZN503_HUMAN;Zinc finger protein 503 OS=Homo sapiens OX=9606 GN=ZNF503 PE=1 SV=1,1,0,1,,,,,,
Q96F86,sp|Q96F86|EDC3_HUMAN,sp|Q96F86|EDC3_HUMAN;Enhancer of mRNA-decapping protein 3 OS=Homo sapiens OX=9606 GN=EDC3 PE=1 SV=1,7,4,8,0.6596,0.99948,0.61258,-0.40121557829930493,0.11720575584494305,0.2127735259954351
Q96FF9,sp|Q96FF9|CDCA5_HUMAN,sp|Q96FF9|CDCA5_HUMAN;Sororin OS=Homo sapiens OX=9606 GN=CDCA5 PE=1 SV=1,4,4,5,1.9674,2.3537,2.2813,1.138028044766761,0.0005348904698981823,0.008333404855915107
Q96FK6,sp|Q96FK6|WDR89_HUMAN,sp|Q96FK6|WDR89_HUMAN;WD repeat-containing protein 89 OS=Homo sapiens OX=9606 GN=WDR89 PE=2 SV=1,0,1,1,,,,,,
Q96FZ2,sp|Q96FZ2|HMCES_HUMAN,sp|Q96FZ2|HMCES_HUMAN;Abasic site processing protein HMCES OS=Homo sapiens OX=9606 GN=HMCES PE=1 SV=1,2,0,4,0.8747,,0.98136,,,
Q96GA3,sp|Q96GA3|LTV1_HUMAN,sp|Q96GA3|LTV1_HUMAN;Protein LTV1 homolog OS=Homo sapiens OX=9606 GN=LTV1 PE=1 SV=1,2,1,2,2.6386,,1.8816,,,
Q96GD4,sp|Q96GD4|AURKB_HUMAN,sp|Q96GD4|AURKB_HUMAN;Aurora kinase B OS=Homo sapiens OX=9606 GN=AURKB PE=1 SV=3,1,0,0,,,,,,
Q96GM8,sp|Q96GM8|TOE1_HUMAN,sp|Q96GM8|TOE1_HUMAN;Target of EGR1 protein 1 OS=Homo sapiens OX=9606 GN=TOE1 PE=1 SV=1,1,2,2,,1.1651,1.2952,,,
Q96GQ7,sp|Q96GQ7|DDX27_HUMAN,sp|Q96GQ7|DDX27_HUMAN;Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=2,23,26,23,0.91335,0.82624,1.1691,-0.044592954470072575,0.7820879760681673,0.844450546708897
Q96HI0,sp|Q96HI0|SENP5_HUMAN,sp|Q96HI0|SENP5_HUMAN;Sentrin-specific protease 5 OS=Homo sapiens OX=9606 GN=SENP5 PE=1 SV=3,1,1,1,,,,,,
Q96HR8,sp|Q96HR8|NAF1_HUMAN,sp|Q96HR8|NAF1_HUMAN;H/ACA ribonucleoprotein complex non-core subunit NAF1 OS=Homo sapiens OX=9606 GN=NAF1 PE=1 SV=2,0,2,1,,,,,,
Q96HS1,sp|Q96HS1|PGAM5_HUMAN,"sp|Q96HS1|PGAM5_HUMAN;Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=2",3,3,3,0.8788,0.91816,1.1655,-0.01816682626847961,0.8958288717427978,0.9212662173573727
Q96I24,sp|Q96I24|FUBP3_HUMAN,sp|Q96I24|FUBP3_HUMAN;Far upstream element-binding protein 3 OS=Homo sapiens OX=9606 GN=FUBP3 PE=1 SV=2,2,0,1,0.54362,,,,,
Q96I25,sp|Q96I25|SPF45_HUMAN,sp|Q96I25|SPF45_HUMAN;Splicing factor 45 OS=Homo sapiens OX=9606 GN=RBM17 PE=1 SV=1,4,6,7,0.49231,0.77933,1.0873,-0.34682377684632376,0.2814686323356554,0.3963380458106587
Q96IZ5,sp|Q96IZ5|RBM41_HUMAN,sp|Q96IZ5|RBM41_HUMAN;RNA-binding protein 41 OS=Homo sapiens OX=9606 GN=RBM41 PE=1 SV=2,7,5,5,0.78048,0.78761,1.0343,-0.20512531694993477,0.1874070854154678,0.3023403370179226
Q96JM3,sp|Q96JM3|CHAP1_HUMAN,sp|Q96JM3|CHAP1_HUMAN;Chromosome alignment-maintaining phosphoprotein 1 OS=Homo sapiens OX=9606 GN=CHAMP1 PE=1 SV=2,5,9,7,0.55929,0.70478,0.80186,-0.5381711285916323,0.011535866377539263,0.04537440775165443
Q96JP5,sp|Q96JP5|ZFP91_HUMAN,sp|Q96JP5|ZFP91_HUMAN;E3 ubiquitin-protein ligase ZFP91 OS=Homo sapiens OX=9606 GN=ZFP91 PE=1 SV=1,12,12,15,0.92601,0.88702,0.6759,-0.26943684495945075,0.0934062002469351,0.1777730907925539
Q96K37,sp|Q96K37|S35E1_HUMAN,sp|Q96K37|S35E1_HUMAN;Solute carrier family 35 member E1 OS=Homo sapiens OX=9606 GN=SLC35E1 PE=1 SV=2,0,0,1,,,,,,
Q96KG9,sp|Q96KG9|SCYL1_HUMAN,sp|Q96KG9|SCYL1_HUMAN;N-terminal kinase-like protein OS=Homo sapiens OX=9606 GN=SCYL1 PE=1 SV=1,1,0,1,,,,,,
Q96KM6,sp|Q96KM6|Z512B_HUMAN,sp|Q96KM6|Z512B_HUMAN;Zinc finger protein 512B OS=Homo sapiens OX=9606 GN=ZNF512B PE=1 SV=1,1,6,5,,1.6385,1.47,,,
Q96KR1,sp|Q96KR1|ZFR_HUMAN,sp|Q96KR1|ZFR_HUMAN;Zinc finger RNA-binding protein OS=Homo sapiens OX=9606 GN=ZFR PE=1 SV=2,24,26,26,0.87527,0.81674,0.95528,-0.18044625577639406,0.04289708910243856,0.10421469293710073
Q96L73,sp|Q96L73|NSD1_HUMAN,"sp|Q96L73|NSD1_HUMAN;Histone-lysine N-methyltransferase, H3 lysine-36 specific OS=Homo sapiens OX=9606 GN=NSD1 PE=1 SV=1",20,17,12,0.88858,0.88619,1.0076,-0.10864821827042889,0.14453526513675352,0.24976177615681674
Q96ME7,sp|Q96ME7|ZN512_HUMAN,sp|Q96ME7|ZN512_HUMAN;Zinc finger protein 512 OS=Homo sapiens OX=9606 GN=ZNF512 PE=1 SV=2,3,4,3,1.0089,1.1161,1.1806,0.13994965859445407,0.11166127668151524,0.20450601893332945
Q96MN5,sp|Q96MN5|TEAN2_HUMAN,sp|Q96MN5|TEAN2_HUMAN;Transcription elongation factor A N-terminal and central domain-containing protein 2 OS=Homo sapiens OX=9606 GN=TCEANC2 PE=1 SV=1,3,2,3,3.3209,,2.7135,,,
Q96MU7,sp|Q96MU7|YTDC1_HUMAN,sp|Q96MU7|YTDC1_HUMAN;YTH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=YTHDC1 PE=1 SV=3,1,2,0,,0.9071,,,,
Q96MX3,sp|Q96MX3|ZNF48_HUMAN,sp|Q96MX3|ZNF48_HUMAN;Zinc finger protein 48 OS=Homo sapiens OX=9606 GN=ZNF48 PE=1 SV=2,0,1,0,,,,,,
Q96N67,sp|Q96N67|DOCK7_HUMAN,sp|Q96N67|DOCK7_HUMAN;Dedicator of cytokinesis protein 7 OS=Homo sapiens OX=9606 GN=DOCK7 PE=1 SV=4,1,2,1,,1.0742,,,,
Q96NB2,sp|Q96NB2|SFXN2_HUMAN,sp|Q96NB2|SFXN2_HUMAN;Sideroflexin-2 OS=Homo sapiens OX=9606 GN=SFXN2 PE=1 SV=2,1,1,1,,,,,,
Q96NC0,sp|Q96NC0|ZMAT2_HUMAN,sp|Q96NC0|ZMAT2_HUMAN;Zinc finger matrin-type protein 2 OS=Homo sapiens OX=9606 GN=ZMAT2 PE=1 SV=1,15,13,15,3.4403,2.9492,1.7499,1.4399599486931611,0.02697066143812485,0.07735335537462197
Q96P16,sp|Q96P16|RPR1A_HUMAN,sp|Q96P16|RPR1A_HUMAN;Regulation of nuclear pre-mRNA domain-containing protein 1A OS=Homo sapiens OX=9606 GN=RPRD1A PE=1 SV=1,1,0,0,,,,,,
Q96P70,sp|Q96P70|IPO9_HUMAN,sp|Q96P70|IPO9_HUMAN;Importin-9 OS=Homo sapiens OX=9606 GN=IPO9 PE=1 SV=3,3,2,5,1.3052,,0.71909,,,
