Entry,Majority protein IDs,Unique peptides R1,Unique peptides R2,Unique peptides R3,Ratio H/L normalized R1,Ratio H/L normalized R2,Ratio H/L normalized R3,Log2FC,Pvalue,FDR,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
Q92616,sp|Q92616|GCN1_HUMAN,22,21,25,1.0368,1.0933,0.85737,-0.0060382750147284,0.9559876367216188,0.9691233447071066,reviewed,GCN1_HUMAN,Stalled ribosome sensor GCN1 (GCN1 eIF-2-alpha kinase activator homolog) (GCN1-like protein 1) (General control of amino-acid synthesis 1-like protein 1) (Translational activator GCN1) (HsGCN1),GCN1 GCN1L1 KIAA0219,Homo sapiens (Human),2671
Q92620,sp|Q92620|PRP16_HUMAN,19,19,14,1.9374,1.5098,0.93591,0.5469923849548112,0.1872470783881638,0.2726580264248701,reviewed,PRP16_HUMAN,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 (EC 3.6.4.13) (ATP-dependent RNA helicase DHX38) (DEAH box protein 38),DHX38 DDX38 KIAA0224 PRP16,Homo sapiens (Human),1227
Q92621,sp|Q92621|NU205_HUMAN,25,19,22,0.84908,0.88493,0.91937,-0.1771311968631414,0.0047003588695666,0.020509647298418,reviewed,NU205_HUMAN,Nuclear pore complex protein Nup205 (205 kDa nucleoporin) (Nucleoporin Nup205),NUP205 C7orf14 KIAA0225,Homo sapiens (Human),2012
Q92733,sp|Q92733|PRCC_HUMAN,2,3,4,0.86722,0.67597,0.55944,-0.512767499500034,0.0289952216393378,0.0697897026047438,reviewed,PRCC_HUMAN,Proline-rich protein PRCC (Papillary renal cell carcinoma translocation-associated gene protein),PRCC TPRC,Homo sapiens (Human),491
Q92797,sp|Q92797|SYMPK_HUMAN,17,17,14,0.52562,0.44906,0.44762,-1.076736701823054,3.401194080501703e-05,0.0013284663937959,reviewed,SYMPK_HUMAN,Symplekin,SYMPK SPK,Homo sapiens (Human),1274
Q92804,sp|Q92804|RBP56_HUMAN,4,6,4,1.8681,1.586,1.7227,0.7870980816110046,0.0008775256355252,0.0078615995185277,reviewed,RBP56_HUMAN,TATA-binding protein-associated factor 2N (68 kDa TATA-binding protein-associated factor) (TAF(II)68) (TAFII68) (RNA-binding protein 56),TAF15 RBP56 TAF2N,Homo sapiens (Human),592
Q92841,sp|Q92841|DDX17_HUMAN,22,20,21,1.5488,1.3348,1.3493,0.4966839054385505,0.003997789169701,0.0188264681466775,reviewed,DDX17_HUMAN,Probable ATP-dependent RNA helicase DDX17 (EC 3.6.4.13) (DEAD box protein 17) (DEAD box protein p72) (DEAD box protein p82) (RNA-dependent helicase p72),DDX17,Homo sapiens (Human),729
Q92973,sp|Q92973|TNPO1_HUMAN,3,4,5,1.029,1.3488,1.0904,0.2092245958456438,0.1864258299654984,0.2726580264248701,reviewed,TNPO1_HUMAN,Transportin-1 (Importin beta-2) (Karyopherin beta-2) (M9 region interaction protein) (MIP),TNPO1 KPNB2 MIP1 TRN,Homo sapiens (Human),898
Q92979,sp|Q92979|NEP1_HUMAN,5,4,4,2.2686,2.1529,2.3119,1.166372670460723,1.2568763451261418e-05,0.0008345658931637,reviewed,NEP1_HUMAN,Ribosomal RNA small subunit methyltransferase NEP1 (EC 2.1.1.-) (18S rRNA (pseudouridine(1248)-N1)-methyltransferase) (18S rRNA Psi1248 methyltransferase) (Nucleolar protein EMG1 homolog) (Protein C2f) (Ribosome biogenesis protein NEP1),EMG1 C2F,Homo sapiens (Human),244
Q93008,sp|Q93008|USP9X_HUMAN,4,7,4,0.99943,0.94905,0.75441,-0.1504597012731518,0.2555855557899992,0.3518162218576435,reviewed,USP9X_HUMAN,"Ubiquitin carboxyl-terminal hydrolase 9X (EC 3.4.19.12) (Deubiquitinating enzyme FAF-X) (Fat facets in mammals) (hFAM) (Fat facets protein-related, X-linked) (Ubiquitin thioesterase FAF-X) (Ubiquitin-specific protease 9, X chromosome) (Ubiquitin-specific-processing protease FAF-X)",USP9X DFFRX FAM USP9,Homo sapiens (Human),2554
Q93009,sp|Q93009|UBP7_HUMAN,16,18,17,1.4082,1.3094,1.0261,0.3195023290043072,0.0963587966867003,0.1661876389609585,reviewed,UBP7_HUMAN,Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Herpesvirus-associated ubiquitin-specific protease) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7),USP7 HAUSP,Homo sapiens (Human),1102
Q96B01,sp|Q96B01|R51A1_HUMAN,4,4,3,2.4438,1.9832,2.0127,1.102030979762599,0.0015288965849044,0.010127186830133,reviewed,R51A1_HUMAN,RAD51-associated protein 1 (HsRAD51AP1) (RAD51-interacting protein),RAD51AP1 PIR51,Homo sapiens (Human),352
Q96BK5,sp|Q96BK5|PINX1_HUMAN,13,14,14,2.0265,1.8359,1.9912,0.9643616632467346,8.396445587929933e-05,0.0022300959481541,reviewed,PINX1_HUMAN,PIN2/TERF1-interacting telomerase inhibitor 1 (Liver-related putative tumor suppressor) (Pin2-interacting protein X1) (Protein 67-11-3) (TRF1-interacting protein 1),PINX1 LPTL LPTS,Homo sapiens (Human),328
Q96C24,sp|Q96C24|SYTL4_HUMAN,3,3,2,1.5504,1.3432,1.2303,0.4590468486547821,0.0161723130849655,0.0465220511878565,reviewed,SYTL4_HUMAN,Synaptotagmin-like protein 4 (Exophilin-2) (Granuphilin),SYTL4,Homo sapiens (Human),671
Q96CW1,sp|Q96CW1|AP2M1_HUMAN,3,2,4,0.73308,0.72152,1.1266,-0.2169205701263885,0.3535777766248089,0.4576523268594018,reviewed,AP2M1_HUMAN,AP-2 complex subunit mu (AP-2 mu chain) (Adaptin-mu2) (Adaptor protein complex AP-2 subunit mu) (Adaptor-related protein complex 2 subunit mu) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (HA2 50 kDa subunit) (Plasma membrane adaptor AP-2 50 kDa protein),AP2M1 CLAPM1 KIAA0109,Homo sapiens (Human),435
Q96EU6,sp|Q96EU6|RRP36_HUMAN,11,11,10,2.0334,1.7155,1.6043,0.8354390532241255,0.0036520855173983,0.0183710968450945,reviewed,RRP36_HUMAN,Ribosomal RNA processing protein 36 homolog,RRP36 C6orf153 HSPC253,Homo sapiens (Human),259
Q96F86,sp|Q96F86|EDC3_HUMAN,5,5,5,1.4338,0.69448,0.5604,-0.158064441265279,0.7217935031006196,0.7882744836493609,reviewed,EDC3_HUMAN,Enhancer of mRNA-decapping protein 3 (LSM16 homolog) (YjeF N-terminal domain-containing protein 2) (YjeF_N2) (hYjeF_N2) (YjeF domain-containing protein 1),EDC3 LSM16 YJDC YJEFN2 PP844,Homo sapiens (Human),508
Q96GA3,sp|Q96GA3|LTV1_HUMAN,4,3,3,1.6622,1.3101,1.4975,0.5752477791296331,0.0085427337484174,0.0286256673459438,reviewed,LTV1_HUMAN,Protein LTV1 homolog,LTV1 C6orf93,Homo sapiens (Human),475
Q96GQ7,sp|Q96GQ7|DDX27_HUMAN,26,24,25,1.0082,0.93668,1.1525,0.0460858892287488,0.6360014799930808,0.7133530113435906,reviewed,DDX27_HUMAN,Probable ATP-dependent RNA helicase DDX27 (EC 3.6.4.13) (DEAD box protein 27),DDX27 cPERP-F RHLP HSPC259 PP3241,Homo sapiens (Human),796
Q96HS1,sp|Q96HS1|PGAM5_HUMAN,3,4,2,0.6801,0.74854,1.2582,-0.1590520885920154,0.5976866339040984,0.6783998716449937,reviewed,PGAM5_HUMAN,"Serine/threonine-protein phosphatase PGAM5, mitochondrial (EC 3.1.3.16) (Bcl-XL-binding protein v68) (Phosphoglycerate mutase family member 5)",PGAM5,Homo sapiens (Human),289
Q96I25,sp|Q96I25|SPF45_HUMAN,2,4,3,1.2029,0.90489,0.65778,-0.1173856418078792,0.646000650866232,0.7233464286259327,reviewed,SPF45_HUMAN,Splicing factor 45 (45 kDa-splicing factor) (RNA-binding motif protein 17),RBM17 SPF45,Homo sapiens (Human),401
Q96IZ5,sp|Q96IZ5|RBM41_HUMAN,5,3,2,1.113,0.94765,0.74071,-0.0988351060836692,0.5719218201657699,0.6547518768794331,reviewed,RBM41_HUMAN,RNA-binding protein 41 (RNA-binding motif protein 41),RBM41,Homo sapiens (Human),413
Q96JM3,sp|Q96JM3|CHAP1_HUMAN,3,3,3,0.63775,0.48753,0.59863,-0.7992780429663955,0.0006982232548634,0.0072807045095723,reviewed,CHAP1_HUMAN,Chromosome alignment-maintaining phosphoprotein 1 (Zinc finger protein 828),CHAMP1 C13orf8 CAMP CHAMP KIAA1802 ZNF828,Homo sapiens (Human),812
Q96JP5,sp|Q96JP5|ZFP91_HUMAN,7,8,6,0.98465,0.86438,0.8058,-0.1763430186029297,0.0941548324618671,0.1645231809333677,reviewed,ZFP91_HUMAN,E3 ubiquitin-protein ligase ZFP91 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ZFP91) (Zinc finger protein 757) (Zinc finger protein 91 homolog) (Zfp-91),ZFP91 ZNF757 FKSG11,Homo sapiens (Human),570
Q96KM6,sp|Q96KM6|Z512B_HUMAN,3,6,3,1.4863,0.97051,1.8163,0.5103239551726327,0.1597478438766927,0.2449712894552517,reviewed,Z512B_HUMAN,Zinc finger protein 512B,ZNF512B KIAA1196,Homo sapiens (Human),892
Q96KR1,sp|Q96KR1|ZFR_HUMAN,19,21,22,1.0241,0.88635,0.92879,-0.0794576959789155,0.2586257117031662,0.3548088276258314,reviewed,ZFR_HUMAN,Zinc finger RNA-binding protein (hZFR) (M-phase phosphoprotein homolog),ZFR,Homo sapiens (Human),1074
Q96L73,sp|Q96L73|NSD1_HUMAN,11,10,10,0.817,0.79338,0.8433,-0.2900153904798902,0.0002261957169522,0.0041280685647165,reviewed,NSD1_HUMAN,"Histone-lysine N-methyltransferase, H3 lysine-36 specific (EC 2.1.1.357) (Androgen receptor coactivator 267 kDa protein) (Androgen receptor-associated protein of 267 kDa) (H3-K36-HMTase) (Lysine N-methyltransferase 3B) (Nuclear receptor-binding SET domain-containing protein 1) (NR-binding SET domain-containing protein)",NSD1 ARA267 KMT3B,Homo sapiens (Human),2696
Q96ME7,sp|Q96ME7|ZN512_HUMAN,2,2,3,4.6296,0.95132,1.1113,1.157522372582777,0.3631574296515706,0.4673188629624862,reviewed,ZN512_HUMAN,Zinc finger protein 512,ZNF512 KIAA1805,Homo sapiens (Human),567
Q96NC0,sp|Q96NC0|ZMAT2_HUMAN,12,13,14,2.0969,1.8323,2.0717,1.0002163880274368,0.0002890296188111,0.0042647925975684,reviewed,ZMAT2_HUMAN,Zinc finger matrin-type protein 2,ZMAT2,Homo sapiens (Human),199
Q96P70,sp|Q96P70|IPO9_HUMAN,3,3,2,1.0019,1.1132,0.78294,-0.0498849929887088,0.7437571230924496,0.8030158207046936,reviewed,IPO9_HUMAN,Importin-9 (Imp9) (Ran-binding protein 9) (RanBP9),IPO9 IMP9 KIAA1192 RANBP9 HSPC273,Homo sapiens (Human),1041
Q96PK6,sp|Q96PK6|RBM14_HUMAN,26,32,28,1.3259,1.1822,0.89422,0.1815563371354997,0.3502541852055879,0.4542358964384968,reviewed,RBM14_HUMAN,RNA-binding protein 14 (Paraspeckle protein 2) (PSP2) (RNA-binding motif protein 14) (RRM-containing coactivator activator/modulator) (Synaptotagmin-interacting protein) (SYT-interacting protein),RBM14 SIP,Homo sapiens (Human),669
Q96PV6,sp|Q96PV6|LENG8_HUMAN,17,19,15,1.0003,0.9554,0.94074,-0.050681720951904,0.1262989445131689,0.2045426808701078,reviewed,LENG8_HUMAN,Leukocyte receptor cluster member 8,LENG8 KIAA1932,Homo sapiens (Human),800
Q96QC0,sp|Q96QC0|PP1RA_HUMAN,7,6,6,1.0603,1.0211,0.9873,0.0326651122818301,0.3386671133714141,0.4426672505484625,reviewed,PP1RA_HUMAN,Serine/threonine-protein phosphatase 1 regulatory subunit 10 (MHC class I region proline-rich protein CAT53) (PP1-binding protein of 114 kDa) (Phosphatase 1 nuclear targeting subunit) (Protein FB19) (p99),PPP1R10 CAT53 FB19 PNUTS,Homo sapiens (Human),940
Q96RQ3,sp|Q96RQ3|MCCA_HUMAN,12,10,10,0.35972,0.65761,0.51522,-0.9690283575879244,0.0047225681037251,0.020509647298418,reviewed,MCCA_HUMAN,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial (MCCase subunit alpha) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 1) (3-methylcrotonyl-CoA carboxylase biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit alpha)",MCCC1 MCCA,Homo sapiens (Human),725
Q96SI9,sp|Q96SI9|STRBP_HUMAN,14,19,15,0.65971,0.5746,0.47275,-0.8134487334034293,0.0013398797472377,0.0093650542333248,reviewed,STRBP_HUMAN,Spermatid perinuclear RNA-binding protein,STRBP SPNR,Homo sapiens (Human),672
Q96ST2,sp|Q96ST2|IWS1_HUMAN,7,7,4,1.1702,0.94341,0.88673,0.0001634961733593,0.9990185105902718,0.9990185105902718,reviewed,IWS1_HUMAN,Protein IWS1 homolog (IWS1-like protein),IWS1 IWS1L,Homo sapiens (Human),819
Q96T76,sp|Q96T76|MMS19_HUMAN,3,4,4,1.0264,0.75047,0.96478,-0.1299180928037099,0.3612759345421755,0.4658004282252515,reviewed,MMS19_HUMAN,MMS19 nucleotide excision repair protein homolog (hMMS19) (MET18 homolog) (MMS19-like protein),MMS19 MMS19L,Homo sapiens (Human),1030
Q99081,sp|Q99081|HTF4_HUMAN,6,9,7,1.784,1.2562,0.91948,0.4004213434556691,0.2724566132412862,0.3692065126371716,reviewed,HTF4_HUMAN,Transcription factor 12 (TCF-12) (Class B basic helix-loop-helix protein 20) (bHLHb20) (DNA-binding protein HTF4) (E-box-binding protein) (Transcription factor HTF-4),TCF12 BHLHB20 HEB HTF4,Homo sapiens (Human),682
Q99459,sp|Q99459|CDC5L_HUMAN,4,6,6,1.0839,0.99011,1.1648,0.1105013363227799,0.1899050495163556,0.2753208578141051,reviewed,CDC5L_HUMAN,Cell division cycle 5-like protein (Cdc5-like protein) (Pombe cdc5-related protein),CDC5L KIAA0432 PCDC5RP,Homo sapiens (Human),802
Q99549,sp|Q99549|MPP8_HUMAN,2,2,2,1.2257,1.0144,1.4114,0.2835267298514556,0.1312013414337703,0.2094175257500564,reviewed,MPP8_HUMAN,M-phase phosphoprotein 8 (Two hybrid-associated protein 3 with RanBPM) (Twa3),MPHOSPH8 MPP8,Homo sapiens (Human),860
Q99575,sp|Q99575|POP1_HUMAN,15,17,15,1.2212,1.3207,1.0928,0.2768737915190923,0.0326743721549592,0.0750719138785221,reviewed,POP1_HUMAN,Ribonucleases P/MRP protein subunit POP1 (hPOP1),POP1 KIAA0061,Homo sapiens (Human),1024
Q99615,sp|Q99615|DNJC7_HUMAN,5,7,6,0.93598,0.92701,0.44348,-0.3792759731702647,0.2283750057243654,0.3215008992524255,reviewed,DNJC7_HUMAN,DnaJ homolog subfamily C member 7 (Tetratricopeptide repeat protein 2) (TPR repeat protein 2),DNAJC7 TPR2 TTC2,Homo sapiens (Human),494
Q99633,sp|Q99633|PRP18_HUMAN,2,6,3,1.503,1.1233,0.46063,0.041210267687704,0.9287818118713264,0.95429385142191,reviewed,PRP18_HUMAN,Pre-mRNA-splicing factor 18 (PRP18 homolog) (hPRP18),PRPF18 HPRP18,Homo sapiens (Human),342
Q99832,sp|Q99832|TCPH_HUMAN,6,8,9,0.69247,0.75102,0.85224,-0.3860095235883253,0.0073309238640411,0.0271940415962197,reviewed,TCPH_HUMAN,"T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta) (Chaperonin containing T-complex polypeptide 1 subunit 7) (HIV-1 Nef-interacting protein) [Cleaved into: T-complex protein 1 subunit eta, N-terminally processed]",CCT7 CCTH NIP7-1,Homo sapiens (Human),543
Q99848,sp|Q99848|EBP2_HUMAN,12,11,12,1.4872,1.4902,1.8955,0.6998181156148586,0.0100015548667274,0.03223802151217,reviewed,EBP2_HUMAN,Probable rRNA-processing protein EBP2 (EBNA1-binding protein 2) (Nucleolar protein p40),EBNA1BP2 EBP2,Homo sapiens (Human),306
Q99986,sp|Q99986|VRK1_HUMAN,6,4,4,0.72135,0.86932,0.93433,-0.2486791128567237,0.0658795903275731,0.1239208158003075,reviewed,VRK1_HUMAN,Serine/threonine-protein kinase VRK1 (EC 2.7.11.1) (Vaccinia-related kinase 1),VRK1,Homo sapiens (Human),396
Q9BQ39,sp|Q9BQ39|DDX50_HUMAN,29,30,34,1.337,1.2491,1.4257,0.4192871844412214,0.002706734360975,0.0154637413029648,reviewed,DDX50_HUMAN,ATP-dependent RNA helicase DDX50 (EC 3.6.4.13) (DEAD box protein 50) (Gu-beta) (Nucleolar protein Gu2),DDX50,Homo sapiens (Human),737
Q9BQ61,sp|Q9BQ61|TRIR_HUMAN,2,5,3,1.2812,1.5665,1.0235,0.3678183436061932,0.137697637883381,0.21567852268613,reviewed,TRIR_HUMAN,Telomerase RNA component interacting RNase (EC 3.1.13.-) (Exoribonuclease TRIR),TRIR C19orf43,Homo sapiens (Human),176
Q9BQB6,sp|Q9BQB6|VKOR1_HUMAN,3,2,2,1.0187,0.75315,0.99158,-0.1185024323818251,0.4028331287991168,0.4944199584521508,reviewed,VKOR1_HUMAN,"Vitamin K epoxide reductase complex subunit 1 (EC 1.17.4.4) (Vitamin K1 2,3-epoxide reductase subunit 1)",VKORC1 VKOR MSTP134 MSTP576 UNQ308/PRO351,Homo sapiens (Human),163
Q9BQG0,sp|Q9BQG0|MBB1A_HUMAN,52,60,55,1.0375,1.004,1.1883,0.1064823304699812,0.2479343425718322,0.3429758405577013,reviewed,MBB1A_HUMAN,Myb-binding protein 1A,MYBBP1A P160,Homo sapiens (Human),1328
Q9BRD0,sp|Q9BRD0|BUD13_HUMAN,13,17,16,1.8601,1.9004,1.6278,0.844867676074509,0.0007222253093049,0.0072807045095723,reviewed,BUD13_HUMAN,BUD13 homolog,BUD13,Homo sapiens (Human),619
Q9BRR8,sp|Q9BRR8|GPTC1_HUMAN,19,18,15,0.85798,0.74279,0.4491,-0.5494300818695986,0.0599314037626715,0.1184358693405176,reviewed,GPTC1_HUMAN,G patch domain-containing protein 1 (Evolutionarily conserved G-patch domain-containing protein),GPATCH1 ECGP GPATC1,Homo sapiens (Human),931
Q9BRS2,sp|Q9BRS2|RIOK1_HUMAN,3,6,2,1.2566,1.1154,0.87759,0.1152952044106386,0.4937172692899377,0.580227020900033,reviewed,RIOK1_HUMAN,Serine/threonine-protein kinase RIO1 (EC 2.7.11.1) (EC 3.6.3.-) (RIO kinase 1),RIOK1 RIO1,Homo sapiens (Human),568
Q9BSC4,sp|Q9BSC4|NOL10_HUMAN,17,17,18,1.3731,1.3499,1.5122,0.4974675992247929,0.0012483064168808,0.0090095158783571,reviewed,NOL10_HUMAN,Nucleolar protein 10,NOL10,Homo sapiens (Human),688
Q9BU76,sp|Q9BU76|MMTA2_HUMAN,12,14,14,1.5775,1.5547,1.5551,0.6437946334731032,1.9297473594414065e-07,6.406761233345469e-05,reviewed,MMTA2_HUMAN,Multiple myeloma tumor-associated protein 2 (hMMTAG2),MMTAG2 C1orf35,Homo sapiens (Human),263
Q9BUJ2,sp|Q9BUJ2|HNRL1_HUMAN,19,17,16,0.92671,0.76117,0.56848,-0.410965234057138,0.074783505655682,0.1367940709514404,reviewed,HNRL1_HUMAN,Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Adenovirus early region 1B-associated protein 5) (E1B-55 kDa-associated protein 5) (E1B-AP5),HNRNPUL1 E1BAP5 HNRPUL1,Homo sapiens (Human),856
Q9BV38,sp|Q9BV38|WDR18_HUMAN,3,3,4,1.532,1.3873,1.9139,0.6880161946524185,0.0176854885503442,0.0499709123294833,reviewed,WDR18_HUMAN,WD repeat-containing protein 18,WDR18,Homo sapiens (Human),432
Q9BVI4,sp|Q9BVI4|NOC4L_HUMAN,4,3,2,0.94871,0.91512,0.85341,-0.142820503612408,0.0278524009334704,0.0684962748882385,reviewed,NOC4L_HUMAN,Nucleolar complex protein 4 homolog (NOC4 protein homolog) (NOC4-like protein) (Nucleolar complex-associated protein 4-like protein),NOC4L,Homo sapiens (Human),516
Q9BVJ6,sp|Q9BVJ6|UT14A_HUMAN,37,39,43,0.82695,0.71558,0.71359,-0.411118695927391,0.0027009699886234,0.0154637413029648,reviewed,UT14A_HUMAN,U3 small nucleolar RNA-associated protein 14 homolog A (Antigen NY-CO-16) (Serologically defined colon cancer antigen 16),UTP14A SDCCAG16,Homo sapiens (Human),771
Q9BVP2,sp|Q9BVP2|GNL3_HUMAN,16,18,17,0.9915,0.82649,0.94104,-0.1208013569636704,0.1752349943045236,0.2614742386925925,reviewed,GNL3_HUMAN,Guanine nucleotide-binding protein-like 3 (E2-induced gene 3 protein) (Novel nucleolar protein 47) (NNP47) (Nucleolar GTP-binding protein 3) (Nucleostemin),GNL3 E2IG3 NS,Homo sapiens (Human),549
Q9BW27,sp|Q9BW27|NUP85_HUMAN,3,4,3,0.78507,0.84021,1.0545,-0.1628479350892387,0.263789344971126,0.3596635011515969,reviewed,NUP85_HUMAN,Nuclear pore complex protein Nup85 (85 kDa nucleoporin) (FROUNT) (Nucleoporin Nup75) (Nucleoporin Nup85) (Pericentrin-1),NUP85 NUP75 PCNT1,Homo sapiens (Human),656
Q9BWG6,sp|Q9BWG6|SCNM1_HUMAN,6,7,6,1.2205,0.91714,0.437,-0.2205917796965994,0.567859712973428,0.6512242649643457,reviewed,SCNM1_HUMAN,Sodium channel modifier 1,SCNM1,Homo sapiens (Human),230
Q9BY77,sp|Q9BY77|PDIP3_HUMAN,9,15,8,1.4716,1.2051,0.6668,0.1563966165976654,0.653864445150518,0.7296907421511662,reviewed,PDIP3_HUMAN,Polymerase delta-interacting protein 3 (46 kDa DNA polymerase delta interaction protein) (p46) (S6K1 Aly/REF-like target) (SKAR),POLDIP3 KIAA1649 PDIP46,Homo sapiens (Human),421
Q9BYG3,sp|Q9BYG3|MK67I_HUMAN,9,9,12,1.7461,1.3968,2.1464,0.8181143041604498,0.0243670016875658,0.0625011476254647,reviewed,MK67I_HUMAN,MKI67 FHA domain-interacting nucleolar phosphoprotein (Nucleolar phosphoprotein Nopp34) (Nucleolar protein interacting with the FHA domain of pKI-67) (hNIFK),NIFK MKI67IP NOPP34,Homo sapiens (Human),293
Q9BZE4,sp|Q9BZE4|GTPB4_HUMAN,19,17,17,0.58021,0.7243,0.96768,-0.4008790230102265,0.0984672858793689,0.1693841394401579,reviewed,GTPB4_HUMAN,GTP-binding protein 4 (Chronic renal failure gene protein) (GTP-binding protein NGB) (Nucleolar GTP-binding protein 1),GTPBP4 CRFG NOG1,Homo sapiens (Human),634
Q9BZI7,sp|Q9BZI7|REN3B_HUMAN,4,4,4,2.1186,1.2708,1.5408,0.7166836718770848,0.0617820214764088,0.1210125730393377,reviewed,REN3B_HUMAN,Regulator of nonsense transcripts 3B (Nonsense mRNA reducing factor 3B) (Up-frameshift suppressor 3 homolog B) (hUpf3B) (Up-frameshift suppressor 3 homolog on chromosome X) (hUpf3p-X),UPF3B RENT3B UPF3X,Homo sapiens (Human),483
Q9GZR2,sp|Q9GZR2|REXO4_HUMAN,20,22,21,1.9232,1.7496,2.0389,0.9289577048576152,0.0004242111601457,0.0051213856424865,reviewed,REXO4_HUMAN,RNA exonuclease 4 (EC 3.1.-.-) (Exonuclease XPMC2) (Prevents mitotic catastrophe 2 protein homolog) (hPMC2),REXO4 PMC2 XPMC2H,Homo sapiens (Human),422
Q9GZR7,sp|Q9GZR7|DDX24_HUMAN,16,19,18,1.176,1.05,1.2261,0.2025117562101027,0.0451617270690645,0.0964224655108001,reviewed,DDX24_HUMAN,ATP-dependent RNA helicase DDX24 (EC 3.6.4.13) (DEAD box protein 24),DDX24,Homo sapiens (Human),859
Q9GZU8,sp|Q9GZU8|PIP30_HUMAN,8,10,7,2.5908,2.07,1.4352,1.022900402110079,0.0366246461590808,0.0805257120848664,reviewed,PIP30_HUMAN,PSME3-interacting protein (NEFA-interacting nuclear protein NIP30) (PA28G-interacting protein),PSME3IP1 C16orf94 FAM192A NIP30 PIP30 CDA018 CDA10,Homo sapiens (Human),254
Q9H089,sp|Q9H089|LSG1_HUMAN,5,6,8,1.5556,0.97334,1.2378,0.3283539536801474,0.2035211211211721,0.2937783139662137,reviewed,LSG1_HUMAN,Large subunit GTPase 1 homolog (hLsg1) (EC 3.6.1.-),LSG1,Homo sapiens (Human),658
Q9H0A0,sp|Q9H0A0|NAT10_HUMAN,48,49,45,1.1749,1.0847,1.365,0.2728592916871096,0.0653395004629336,0.1239208158003075,reviewed,NAT10_HUMAN,RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase) (N-acetyltransferase 10) (N-acetyltransferase-like protein) (hALP),NAT10 ALP KIAA1709,Homo sapiens (Human),1025
Q9H0C8,sp|Q9H0C8|ILKAP_HUMAN,11,11,6,2.196,1.8881,1.0569,0.7770865113670836,0.1039125089816789,0.1751215887406974,reviewed,ILKAP_HUMAN,Integrin-linked kinase-associated serine/threonine phosphatase 2C (ILKAP) (EC 3.1.3.16),ILKAP,Homo sapiens (Human),392
Q9H0D6,sp|Q9H0D6|XRN2_HUMAN,12,10,12,0.72652,0.5701,0.41454,-0.8099878370864622,0.0088384604570145,0.0289100381451117,reviewed,XRN2_HUMAN,5'-3' exoribonuclease 2 (EC 3.1.13.-) (DHM1-like protein) (DHP protein),XRN2,Homo sapiens (Human),950
Q9H0H0,sp|Q9H0H0|INT2_HUMAN,3,2,2,0.88973,0.79241,0.95739,-0.1846814374384086,0.0660954453101887,0.1239756375309755,reviewed,INT2_HUMAN,Integrator complex subunit 2 (Int2),INTS2 KIAA1287,Homo sapiens (Human),1204
Q9H0S4,sp|Q9H0S4|DDX47_HUMAN,6,3,6,0.91763,1.078,1.0686,0.030562088776033,0.7014341276563874,0.7736748517671781,reviewed,DDX47_HUMAN,Probable ATP-dependent RNA helicase DDX47 (EC 3.6.4.13) (DEAD box protein 47),DDX47,Homo sapiens (Human),455
Q9H1D9,sp|Q9H1D9|RPC6_HUMAN,6,7,12,1.768,1.4338,1.2567,0.5715959164756681,0.0315785592395983,0.0730598025613006,reviewed,RPC6_HUMAN,DNA-directed RNA polymerase III subunit RPC6 (RNA polymerase III subunit C6) (DNA-directed RNA polymerase III subunit F) (RNA polymerase III 39 kDa subunit) (RPC39),POLR3F,Homo sapiens (Human),316
Q9H2P0,sp|Q9H2P0|ADNP_HUMAN,5,7,5,0.63058,0.60782,1.0496,-0.3908754486048537,0.1737677198449879,0.2598688422907026,reviewed,ADNP_HUMAN,Activity-dependent neuroprotector homeobox protein (Activity-dependent neuroprotective protein),ADNP ADNP1 KIAA0784,Homo sapiens (Human),1102
Q9H2U1,sp|Q9H2U1|DHX36_HUMAN,3,2,2,1.4711,1.1738,0.61397,0.1194093017707663,0.7485777206116896,0.8056006588106351,reviewed,DHX36_HUMAN,ATP-dependent DNA/RNA helicase DHX36 (EC 3.6.4.12) (EC 3.6.4.13) (DEAD/H box polypeptide 36) (DEAH-box protein 36) (G4-resolvase-1) (G4R1) (MLE-like protein 1) (RNA helicase associated with AU-rich element protein),DHX36 DDX36 KIAA1488 MLEL1 RHAU,Homo sapiens (Human),1008
Q9H2Y7,sp|Q9H2Y7|ZN106_HUMAN,11,13,10,0.97142,0.90596,0.86865,-0.1276151139051858,0.0478999833655,0.1006505979578861,reviewed,ZN106_HUMAN,Zinc finger protein 106 (Zfp-106) (Zinc finger protein 474),ZNF106 SH3BP3 ZFP106 ZNF474,Homo sapiens (Human),1883
